	Nazwa
1557	Biernacice
1558	Biernaciki
1559	Biernatka
1560	Biernatki
1561	Biernatów
1562	Biernatówek
1563	Biernatówka
1564	Biernatowo
1565	Biernaty
1566	Biernik
1567	Bierniki
1568	Biernów
1569	Bierówka
1570	Bierówki
1571	Bierska
1572	Biertowice
1573	Biertułtowy
1574	Bieruń
1575	Bierutów
1576	Bierutowice
1577	Bierutowo
1578	Bierwce
1579	Bierwicha
1580	Bierwiecka
1581	Biery
1582	Bieryty
1583	Bierżałowce
1584	Bierzewice
1585	Bierzglin
1586	Bierzglinek
1587	Bierzgło
1588	Bierzgłowo
1589	Bierzmo
1590	Bierzów
1591	Bierzwienna
1592	Bierzwnica
1593	Bierzwnik
1594	Bierzyce
1595	Bierzyn
1596	Bierzynek
1597	Bierżynie
1598	Bierzysko
1599	Biesaki
1600	Biesal
1601	Biesiadki
1602	Biesiec
1603	Biesiekierz
1604	Bieski
1605	Bieskowo
1606	Bieślin
1607	Biesna
1608	Bieśnik
1609	Bieśno
1610	Biesów
1611	Biesowice
1612	Biesowiczki
1613	Biesówko
1614	Biesowo
1615	Biestrzyków
1616	Biestrzykowice
1617	Biestrzykowo
1618	Biestrzynnik
1619	Biesy
1620	Bieszewo
1621	Bieszków
1622	Bieszkowice
1623	Bieszkówko
1624	Bietowo
1625	Bieżanów
1626	Bieżany
1627	Biezdrowo
1628	Biezdrowo-Huby
1629	Biezdrowo-Osady
1630	Bieździadka
1631	Bieździadów
1632	Bieździedza
1633	Bieżeń
1634	Bieżuń
1635	Bieżyce
1636	Bieżyń
1637	Bieżywody
1638	Bigórzówka
1639	Bigosy
1640	Biguszewo
1641	Bihale
1642	Bijasowice
1643	Bijatowo
1644	Bikowa
1645	Bikówek
1646	Bikówka
1647	Biła
1648	Bilcza
1649	Bilcza-Folwark
1650	Bilczew
1651	Bilczów
1652	Bilczyce
1653	Bileńska
1654	Bilew
1655	Biłgoraj
1656	Biłgoraje
1657	Bilinówka
1658	Biłki
1659	Biłkówka
1660	Bilminy
1661	Bilno
1662	Bilska
1663	Bilskie
1664	Bilsko
1665	Bilwinki
1666	Bilwinowo
1667	Binarowa
1668	Binczarki
1669	Binczarowa
1670	Bińcze
1671	Bindasówka
1672	Binduga
1673	Bindugi
1674	Bindużka
1675	Binek
1676	Biniątki
1677	Biniew
1678	Biniewo
1679	Binino
1680	Binków
1681	Binkowice
1682	Bińkówka
1683	Binkowo
1684	Binówko
1685	Binowo
1686	Biodry
1687	Biórków
1688	Bircza
1689	Bisagi
1690	Biskówka
1691	Biskupia
1692	Biskupice
1693	Biskupice-Kolonia
1694	Biskupice-Majątek
1695	Biskupiczki
1696	Biskupie
1697	Biskupie-Kolonia
1698	Biskupiec
1699	Biskupiec-Kolonia
1700	Biskupin
1701	Biskupnica
1702	Biskupów
1703	Biskupowa
1704	Biskupskie
1705	Bistuszowa
1706	Bisy
1707	Biszcza
1708	Biszcza-Kolonia
1709	Biszcza-Osiedle
1710	Biszewo
1711	Bisztynek
1712	Bisztynek-Kolonia
1713	Bitkowo
1714	Bitne
1715	Bity
1716	Bizja
1717	Bizoręda
1718	Bizorędki
1719	Błachów
1720	Blachowa
1721	Blachówka
1722	Błachówka
1723	Błachówko
1724	Blachownia
1725	Blachowo
1726	Błachta
1727	Błachutówka
1728	Błachuty
1729	Błądki
1730	Błądkowo
1731	Bładnice
1732	Bladowo
1733	Bladowo-Wybudowanie
1734	Błądziejewo
1735	Błądzików
1736	Błądzikowo
1737	Błądzim
1738	Błądzonka
1739	Błagodać
1740	Błąkały
1741	Błaki
1742	Blakówka
1743	Blandówka
1744	Blanki
1745	Błankowa
1746	Blanowice
1747	Błaś
1748	Błasiak
1749	Błasiowo
1750	Błaskowizna
1751	Błaskówka
1752	Błaszczaki
1753	Błaszczyki
1754	Błaszczykówka
1755	Błaszki
1756	Błaszków
1757	Błaszkowiec
1758	Błaszkowizna
1759	Błaszkówka
1760	Błatnia
1761	Bławaciska
1762	Bławatki
1763	Bławatków
1764	Bławaty
1765	Błażejewice
1766	Błażejewko
1767	Błażejewo
1768	Błażejewskie
1769	Błażejki
1770	Błażejów
1771	Błażejowice
1772	Błażek
1773	Błaziny
1774	Błażków
1775	Błażkowa
1776	Błazkówka
1777	Błażowa
1778	Błażyczkówka
1779	Blech
1780	Blechnarka
1781	Błędna
1782	Błędnica
1783	Błędnica-Leśniczówka
1784	Błędno
1785	Błędostowo
1786	Błędów
1787	Błędowa
1788	Błędowice
1789	Błędówko
1790	Błędowo
1791	Bledzew
1792	Bledzewka
1793	Bledzewko
1794	Bledzewo
1795	Bledzianów
1796	Błędziszki
1797	Bledzów
1798	Blekicie
1799	Błękowie
1800	Blękwit
1801	Blenda
1802	Błenna
1803	Błeszno
1804	Bleszyn
1805	Błeszyńskie
1806	Blewąska
1807	Blewiec
1808	Blich
1809	Blichowo
1810	Blichowo-Cytatki
1811	Blichowo-Tybusie
1812	Blichy
1813	Blinek
1814	Blinno
1815	Blinów
1816	Blinów-Kolonia
1817	Bliska
1818	Bliski
1819	Bliskowice
1820	Bliszcze
1821	Bliszczyce
1822	Bliż
1823	Blizanów
1824	Blizanów-Góry
1825	Blizanówek
1826	Blizanowice
1827	Blizawy
1828	Blizbórz
1829	Bliżewo
1830	Blizianka
1831	Blizienko
1832	Blizin
1833	Bliziny
1834	Blizna
1835	Blizne
1836	Bliźnia
1837	Bliźniaczek
1838	Bliźniaki
1839	Bliźnięta
1840	Bliźniew
1841	Blizno
1842	Blizocin
1843	Bliżów
1844	Bliżów-Kolonia
1845	Bliższa
1846	Bliższe
1847	Bliżyce
1848	Bliżyn
1849	Blochy
1850	Błociska
1851	Błociszewo
1852	Błocko
1853	Błoga
1854	Błogęcin
1855	Błogie
1856	Błogocice
1857	Błogosław
1858	Błogosławie
1859	Błogoszcz
1860	Błogoszewo
1861	Błogoszów
1862	Błojec
1863	Blok
1864	Bloki
1865	Błomino
1866	Błomino-Gule
1867	Błomino-Jeże
1868	Błonawy
1869	Błonia
1870	Błoniarze
1871	Błonice
1872	Błonie
1873	Błonie-Wieś
1874	Błoniec
1875	Błoniska
1876	Blonka
1877	Błonki
1878	Błońsko
1879	Błońszcze
1880	Błota
1881	Błotka
1882	Błotki
1883	Błotko
1884	Błotków
1885	Błotkowa
1886	Błotkowo
1887	Błotne
1888	Błotnia
1889	Błotnica
1890	Błotnik
1891	Błotno
1892	Błotnowola
1893	Błotny
1894	Błoto
1895	Błotowo
1896	Błowice
1897	Błowicz
1898	Błudowo
1899	Bludzie
1900	Bługowiec
1901	Bługowo
1902	Blumbernia
1903	Blunaki
1904	Błuskajmy
1905	Blusy
1906	Bluszczów
1907	Błyszczówka
1908	Bnin
1909	Bobak
1910	Bobakówka
1911	Bobczonka
1912	Bobięcino
1913	Bobiecko
1914	Bobikówka
1915	Bobin
1916	Bobinka
1917	Bobino
1918	Bobino-Grzybki
1919	Bobki
1920	Bobkówka
1921	Bobkowy
1922	Boble
1923	Bobliwo
1924	Boblowska
1925	Bobolice
1926	Boboliczki
1927	Bobolin
1928	Bobolówka
1929	Boboluszki
1930	Boboszewo
1931	Boboszów
1932	Bobowa
1933	Bobowa-Miasto
1934	Bobowicko
1935	Bobowiska
1936	Bobownia
1937	Bobowo
1938	Bobra
1939	Bobrek
1940	Bobrek-Kolonia
1941	Bóbrka
1942	Bobrów
1943	Bobrowa
1944	Bobrowce
1945	Bobrowe
1946	Bobrowice
1947	Bobrowiczki
1948	Bobrowiec
1949	Bobrowiska
1950	Bobrowisko
1951	Bobrowite
1952	Bobrówka
1953	Bobrówko
1954	Bobrownickie
1955	Bobrownik
1956	Bobrowniki
1957	Bobrowo
1958	Bobrowo-Kolonia
1959	Bobrowska
1960	Bobry
1961	Bobrza
1962	Bobrzany
1963	Bobula
1964	Bobulczyn
1965	Bobule
1966	Boby
1967	Boby-Kolonia
1968	Boby-Księże
1969	Boby-Wieś
1970	Bocheń
1971	Bochenek
1972	Bocheniec
1973	Bochenka
1974	Bochenkówka
1975	Bochlewo
1976	Bochlin
1977	Bochnia
1978	Bochny
1979	Bochotnica
1980	Bochotnica-Kolonia
1981	Bochówko
1982	Bochowo
1983	Bocian
1984	Bocianek
1985	Bocianica
1986	Bocianicha
1987	Bocianówka
1988	Bocianowo
1989	Bociany
1990	Bocień
1991	Bocieniec
1992	Bociniec
1993	Boćki
1994	Boćków
1995	Boćkowie
1996	Bocoń
1997	Boconek
1998	Boconiec
1999	Bocony
2000	Boćwinka
2001	Boćwiński
2002	Boczenka
2003	Boczki
2004	Boczki-Parcela
2005	Boczki-Świdrowo
2006	Boczków
2007	Boczkówek
2008	Boczkowice
2009	Boczkowice-Kolonia
2010	Boczkówka
2011	Boczów
2012	Bodaczki
2013	Bodaczów
2014	Bodaki
2015	Bodakówka
2016	Boduszewo
2017	Boduszów
2018	Boduszyn
2019	Bodychów
2020	Bodzanów
2021	Bodzanówek
2022	Bodzanowice
2023	Bodzanowo
2024	Bodzechów
2025	Bodzechów-Folwark
2026	Bodzęcin
2027	Bodzentyn
2028	Bodzew
2029	Bodzewko
2030	Bodzewo
2031	Bodzia
2032	Bodziantówka
2033	Bodziejowice
2034	Bodziochy
2035	Bodzkówka
2036	Bodzów
2037	Bodzyniewo
2038	Bogacica
2039	Bogacin
2040	Bogacka
2041	Bogacki
2042	Bogacko
2043	Bogacze
2044	Bogaczewo
2045	Bogaczów
2046	Bogaczowa
2047	Bogaczówka
2048	Bogate
2049	Bogatka
2050	Bogatki
2051	Bogatynia
2052	Bogatyńskie
2053	Bogdaj
2054	Bógdał
2055	Bogdala
2056	Bogdalec
2057	Bogdałów
2058	Bogdałów-Kolonia
2059	Bogdałówka
2060	Bogdańce
2061	Bogdańczew
2062	Bogdańczew-Parcele
2063	Bogdańczowice
2064	Bogdaniec
2065	Bogdanka
2066	Bogdanki
2067	Bogdanów
2068	Bogdanów-Kolonia
2069	Bogdanowice
2070	Bogdanowice-Kolonia
2071	Bogdanowicze
2072	Bogdanówka
2073	Bogdanowo
2074	Bogdany
2075	Bógdarka
2076	Bogdaszowice
2077	Bógdołek
2078	Boginia
2079	Boglewice
2080	Bogołomia
2081	Bogoniowice
2082	Bogoria
2083	Bogoria-Parcela
2084	Bogoryja
2085	Bogoryjka
2086	Bogówka
2087	Boguchwała
2088	Boguchwałów
2089	Boguchwałowice
2090	Boguchwały
2091	Bogucice
2092	Bogucin
2093	Bogucino
2094	Boguczyzna
2095	Bogudzięki
2096	Bogufałów
2097	Bogulin
2098	Bogumiła
2099	Bogumiłek
2100	Bogumiłki
2101	Bogumiłów
2102	Bogumiłów-Kolonia
2103	Bogumiłowice
2104	Bogumiłowice-Kolonia
2105	Bogumiły
2106	Bogumin
2107	Bogunice
2108	Bogunie
2109	Boguniewo
2110	Boguniówka
2111	Bogunów
2112	Bogurzyn
2113	Bogurzynek
2114	Bogusław
2115	Bogusławice
2116	Bogusławice-Kolonia
2117	Bogusławice-Nowiny
2118	Bogusławie
2119	Bogusławiec
2120	Bogusławki
2121	Bogusławów
2122	Bogusławy
2123	Bogusy
2124	Bogusza
2125	Bogusze
2126	Bogusze-Litewka
2127	Boguszewiec
2128	Boguszewka
2129	Boguszewo
2130	Boguszki
2131	Boguszków
2132	Boguszów
2133	Boguszów-Gorce
2134	Boguszowa
2135	Boguszowice
2136	Boguszówka
2137	Boguszowski
2138	Boguszyce
2139	Boguszyczki
2140	Boguszyn
2141	Boguszynek
2142	Boguszyniec
2143	Boguszyny
2144	Boguty
2145	Boguty-Augustyny
2146	Boguty-Chruściele
2147	Boguty-Milczki
2148	Boguty-Pianki
2149	Boguty-Rubiesze
2150	Boguty-Stęgiewki
2151	Boguty-Żurawie
2152	Bógwidze
2153	Bogwidzowy
2154	Bógzapłać
2155	Bohdan
2156	Bohoniki
2157	Bohukały
2158	Bohutyn
2159	Bohy
2160	Boiska
2161	Boiska-Kolonia
2162	Bojadła
2163	Bojańczyce
2164	Bojanice
2165	Bojano
2166	Bojanów
2167	Bojanówka
2168	Bojanowo
2169	Bojany
2170	Bojarów
2171	Bojary
2172	Bojasi
2173	Bojce
2174	Bojewo
2175	Bójki
2176	Bojków
2177	Bójków
2178	Bojmie
2179	Bojnówka
2180	Bojszów
2181	Bojszowy
2182	Bokinia
2183	Bokinka
2184	Bokiny
2185	Bokocie
2186	Boków
2187	Bokowe
2188	Bokówka
2189	Boksyce
2190	Boksycka
2191	Boksze
2192	Boksze-Osada
2193	Bolanów
2194	Bolcie
2195	Bołczy
2196	Bołdony
2197	Bołdówki
2198	Bołdyn
2199	Bolechów
2200	Bolechówek
2201	Bolechowice
2202	Bolechówko
2203	Bolechowo
2204	Bolechowo-Osiedle
2205	Bolęcin
2206	Bolęcina
2207	Bolegorzyn
2208	Bolejny
2209	Bolemin
2210	Boleń
2211	Boleradz
2212	Boleścice
2213	Boleścin
2214	Bolesław
2215	Bolesławek
2216	Bolesławice
2217	Bolesławiec
2218	Bolesławiec-Chróścin
2219	Bolesławin
2220	Bolesławów
2221	Bolesławowo
2222	Bolestraszyce
2223	Bolesty
2224	Bolesty-Kolonia
2225	Boleszczyn
2226	Boleszewo
2227	Boleszkowice
2228	Boleszów
2229	Boleszówka
2230	Boleszyce
2231	Boleszyn
2232	Boleszyn-Kolonie
2233	Bolewice
2234	Bolewicko
2235	Bolewo
2236	Bolimów
2237	Bolimowska
2238	Bolinko
2239	Bolino
2240	Bolisz
2241	Bolków
2242	Bolków-Zdrój
2243	Bolkowice
2244	Bolkowizna
2245	Bolkowo
2246	Bolkowszczyzna
2247	Bolmin
2248	Bolmów
2249	Bołocie
2250	Bolów
2251	Bolowa
2252	Bolowiec
2253	Bolsęgi
2254	Bolszewo
2255	Bołtryki
2256	Bolumin
2257	Boluminek
2258	Bolwerk
2259	Bombalice
2260	Bombelka
2261	Bombla
2262	Bominy
2263	Bonarka
2264	Bonarów
2265	Bonarówka
2266	Bończa
2267	Bończa-Kolonia
2268	Bondary
2269	Bondyrz
2270	Bondziszki
2271	Boniewo
2272	Bonifacówka
2273	Boników
2274	Bonikowo
2275	Bonin
2276	Bonin-Ogródki
2277	Boniowice
2278	Bonisław
2279	Bońki
2280	Bońkowo
2281	Bońkowo-Kolonia
2282	Bononia
2283	Bonów
2284	Bonowice
2285	Bonowo
2286	Bór
2287	Boraszewo
2288	Boraszyce
2289	Boraszyn
2290	Boratyn
2291	Boratyniec
2292	Boratyńszczyzna
2293	Borawe
2294	Borawskie
2295	Borawskie-Awissa
2296	Borawskie-Awissa-Kolonia
2297	Borce
2298	Borchów
2299	Borchówka
2300	Borcok
2301	Borcuchy
2302	Borcz
2303	Borcz-Leśniczówka
2304	Borczaki
2305	Bórczane
2306	Borczyn
2307	Borczyna
2308	Borczyny
2309	Borczysko
2310	Bordziłówka
2311	Borecki
2312	Boreczek
2313	Borecznia
2314	Borecznia-Kolonia
2315	Borecznica
2316	Boreczno
2317	Borek
2318	Boręty
2319	Borgowo
2320	Borgowskie
2321	Boria
2322	Bórk
2323	Borki
2324	Borki-Gajówka
2325	Borki-Kolonia
2326	Borki-Kosiorki
2327	Borki-Kosy
2328	Borki-Nawsie
2329	Borki-Paduchy
2330	Borki-Parcela
2331	Borki-Pole
2332	Borki-Sołdy
2333	Borki-Wyrki
2334	Borki-Zagumnie
2335	Borków
2336	Borków-Kolonia
2337	Borkowa
2338	Borkowice
2339	Borkowiny
2340	Borkowizna
2341	Borkówka
2342	Borkówko
2343	Borkowo
2344	Borkowo-Boksy
2345	Borkowo-Falenta
2346	Borkowo-Młyn
2347	Borkowo-Parcele
2348	Borkowskie
2349	Borkowszczyzna
2350	Borlocha
2351	Bormańce
2352	Borne
2353	Bornice
2354	Bornity
2355	Borodyska
2356	Boronice
2357	Boroniewskie
2358	Boroniówka
2359	Boronów
2360	Boroszewko
2361	Boroszewo
2362	Boroszków
2363	Boroszów
2364	Borów
2365	Borów-Gajówka
2366	Borów-Kolonia
2367	Borowa
2368	Borowa-Kolonia
2369	Borowce
2370	Borowe
2371	Borowe-Chrzczany
2372	Borowe-Gajówka
2373	Borowe-Gryki
2374	Borowe-Osada
2375	Borówek
2376	Borówek-Kolonia
2377	Borowi
2378	Borowiaki
2379	Borowianka
2380	Borowiany
2381	Borowica
2382	Borowice
2383	Borowiczki-Cukrownia
2384	Borowiczki-Parcele
2385	Borowiczki-Pieńki
2386	Borowie
2387	Borowie-Kolonia
2388	Borowiec
2389	Borówiec
2390	Borowiecko
2391	Borowiecko-Kolonia
2392	Borowik
2393	Borowiki
2394	Borowina
2395	Borowinka
2396	Borowiny
2397	Borowiska
2398	Borowisko
2399	Borowizna
2400	Borówka
2401	Borówki
2402	Borówko
2403	Borówkowa
2404	Borowna
2405	Borówna
2406	Borownia
2407	Borownica
2408	Borownice
2409	Borownik
2410	Borowno
2411	Borówno
2412	Borówno-Folwark
2413	Borowno-Gajówka
2414	Borowno-Kolonia
2415	Borowo
2416	Borowo-Młyn
2417	Borowska
2418	Borowski
2419	Borowskie
2420	Borowszczyzna
2421	Borowy
2422	Borsk
2423	Borsucze
2424	Borsuczyny
2425	Borsuk
2426	Borsuki
2427	Borsuki-Gajówka
2428	Borsuki-Kolonia
2429	Borsukowce
2430	Borsukowizna
2431	Borsukówka
2432	Borsukowo
2433	Borszewice
2434	Borszowice
2435	Borsztal
2436	Borszyce
2437	Borszyn
2438	Borszyny
2439	Bortatycze
2440	Bortatycze-Kolonia
2441	Boruchowo
2442	Boruchy
2443	Borucice
2444	Borucicha
2445	Borucin
2446	Borucin-Kolonia
2447	Borucinek
2448	Borucino
2449	Borucza
2450	Boruja
2451	Boruń
2452	Borusiówka
2453	Borusowa
2454	Boruszowice
2455	Boruszyn
2456	Boruszyn-Folwark
2457	Boruszyn-Leśnictwo
2458	Boruszynek
2459	Boruta
2460	Borutowa
2461	Boruty
2462	Boruty-Goski
2463	Bory
2464	Bory-Pastwiska
2465	Bory-Sobieski
2466	Borychów
2467	Borycz
2468	Borycze
2469	Boryczów
2470	Boryłów
2471	Boryń
2472	Borynia
2473	Borys
2474	Borysew
2475	Borysik
2476	Borysław
2477	Borysławice
2478	Borysów
2479	Borysów-Kolonia
2480	Borysowiec
2481	Borysówka
2482	Borysowo
2483	Borysowszczyzna
2484	Boryszew
2485	Boryszewek
2486	Boryszewo
2487	Boryszów
2488	Boryszówek
2489	Boryszyn
2490	Boryszynek
2491	Boryty
2492	Borza-Przechy
2493	Borza-Strumiany
2494	Borzątew
2495	Borzechów
2496	Borzechów-Kolonia
2497	Borzechowo
2498	Borzęcice
2499	Borzęciczki
2500	Borzęcin
2501	Borzęcinko
2502	Borzęcino
2503	Borzęckie
2504	Borzejewo
2505	Borzeń
2506	Borzestowo
2507	Borzestowska
2508	Borzęta
2509	Borzewisko
2510	Borzuchowo-Daćbogi
2511	Borzychy
2512	Borzygniew
2513	Borzykowa
2514	Borzykówka
2515	Borzykowo
2516	Borzykowska
2517	Borzym
2518	Borzymie
2519	Borzymin
2520	Borzymów
2521	Borzymowice
2522	Borzymówka
2523	Borzymowo
2524	Borzymska
2525	Borzymy
2526	Borzynowo
2527	Borzyny
2528	Borzyska
2529	Borzysko-Młyn
2530	Borzysław
2531	Borzysławice
2532	Borzysławiec
2533	Borzyszewo
2534	Borzyszkowo
2535	Borzyszkowy
2536	Borzytuchom
2537	Bosakowa
2538	Bosie
2539	Boska
2540	Boskowiny
2541	Boskówka
2542	Bośnia
2543	Bosowice
2544	Bosse
2545	Bosutów
2546	Boszczynek
2547	Boszkowo
2548	Boszkowo-Letnisko
2549	Botkowizna
2550	Botkuny
2551	Botowo
2552	Bowętów
2553	Bowyczyny
2554	Boża
2555	Bożacin
2556	Bożackie
2557	Bożanka
2558	Bożanów
2559	Bożatki
2560	Boże
2561	Bożęcin
2562	Bożejewice
2563	Bożejewiczki
2564	Bożejewko
2565	Bożejewo
2566	Bożejów
2567	Bożejowice
2568	Bożeń
2569	Bożenczyzna
2570	Bożenica
2571	Bożenice
2572	Bożenkowo
2573	Bożepole
2574	Bożewo
2575	Bożewo-Pieńki
2576	Bożki
2577	Bożków
2578	Bożkowe
2579	Bożkówek
2580	Bożkowice
2581	Bożniewice
2582	Bożniowa
2583	Bożnów
2584	Bożnowice
2585	Bożówka
2586	Boży
2587	Bożyce
2588	Bożydar
2589	Bożykowo
2590	Brac
2591	Brachlewo
2592	Brąchnówko
2593	Brąchnowo
2594	Bracholin
2595	Brachowa
2596	Brachowice
2597	Braciejowa
2598	Braciejowice
2599	Braciejówka
2600	Bracikowo
2601	Braciszewo
2602	Braciszów
2603	Bracław
2604	Brączewo
2605	Brączynno
2606	Brada
2607	Bradów
2608	Brądy
2609	Brajczewo-Sierzputy
2610	Brajniki
2611	Brajówka
2612	Braki
2613	Braki-Parcel
2614	Bralęcin
2615	Bralewnica
2616	Bralin
2617	Brama
2618	Bramka
2619	Bramki
2620	Brańczakówka
2621	Brandwica
2622	Brandys
2623	Brandyska
2624	Brandysówka
2625	Branew
2626	Branewka
2627	Branewka-Kolonia
2628	Branica
2629	Branica-Kolonia
2630	Branice
2631	Braniewo
2632	Braniów
2633	Braniszów
2634	Branka
2635	Branków
2636	Brankówka
2637	Brańkówka
2638	Branno
2639	Branówka
2640	Brańsk
2641	Brańska
2642	Brańszczyk
2643	Brańszczyk-Nakieł
2644	Brantołka
2645	Brasowe
2646	Brąswałd
2647	Braszczok
2648	Brąszewice
2649	Braszowice
2650	Bratian
2651	Bratków
2652	Bratkowice
2653	Bratkówka
2654	Bratkowo
2655	Bratkowszczyzna
2656	Bratne
2657	Bratnik
2658	Bratonie
2659	Bratoszewice
2660	Bratoszewo
2661	Bratoszów
2662	Bratowice
2663	Bratucice
2664	Bratuszewo
2665	Bratuszyn
2666	Bratwin
2667	Bratyszowiec
2668	Brazylia
2669	Brda
2670	Brdów
2671	Brdowo
2672	Brdyujście
2673	Bredynki
2674	Breginie
2675	Breguła
2676	Brejczyn
2677	Brejdyny
2678	Brejnaki
2679	Brękusówka
2680	Brelików
2681	Brelki
2682	Breń
2683	Brenica
2684	Brenik
2685	Breńka
2686	Brenna
2687	Brennik
2688	Brenno
2689	Breńsk
2690	Brętowo
2691	Brnik
2692	Brochocin
2693	Brochocinek
2694	Brochów
2695	Brochów-Kolonia
2696	Broczyna
2697	Broczyno
2698	Bród
2699	Broda
2700	Brodacze
2701	Brodakówka
2702	Brodaniec
2703	Brodek
2704	Bródek
2705	Brodki
2706	Bródki
2707	Brodkowice
2708	Brodkówka
2709	Brodła
2710	Brodna
2711	Brodne-Józefów
2712	Brodne-Towarzystwo
2713	Brodnia
2714	Brodnia-Kolonia
2715	Brodnica
2716	Brodniczka
2717	Brodniki
2718	Brodno
2719	Bródno
2720	Brodów
2721	Brodowa
2722	Brodowce
2723	Brodowe
2724	Brodowice
2725	Brodowicze
2726	Brodowo
2727	Brodowo-Bąboły
2728	Brodowo-Dębówka
2729	Brodowo-Kuce
2730	Brodowo-Wity
2731	Brodowo-Żyłki
2732	Brodowskie
2733	Brody
2734	Brody-Malina
2735	Brody-Parcele
2736	Brodźce
2737	Brodziaki
2738	Brodzica
2739	Brodzięcin
2740	Brodzikowo
2741	Brodziszewo
2742	Brodziszów
2743	Bródzki
2744	Brodzkie
2745	Brogi
2746	Brogowa
2747	Brogowiec
2748	Brogówka
2749	Brojce
2750	Brójce
2751	Brok
2752	Brokęcino
2753	Brokowo
2754	Bromierz
2755	Bromierzyk
2756	Brominy
2757	Bronaki-Olki
2758	Bronaki-Pietrasze
2759	Broncin
2760	Brończany
2761	Brończyce
2762	Brończyn
2763	Brondzin
2764	Bronelówka
2765	Broniakówka
2766	Bronibór
2767	Bronice
2768	Bronice-Kolonia
2769	Broniec
2770	Broniew
2771	Broniewek
2772	Broniewice
2773	Broniewiczki
2774	Broniewo
2775	Broniki
2776	Broników
2777	Bronikowo
2778	Bronim
2779	Bronimie
2780	Bronimierz
2781	Bronin
2782	Bronina
2783	Broniów
2784	Bronisin
2785	Bronisław
2786	Bronisława
2787	Bronisławek
2788	Bronisławie
2789	Bronisławie-Łabędy
2790	Bronisławka
2791	Bronisławki
2792	Bronisławów
2793	Bronisławówek
2794	Bronisławowo
2795	Bronisławy
2796	Bronisze
2797	Broniszew
2798	Broniszewice
2799	Broniszewo
2800	Broniszów
2801	Broniszowice
2802	Bronka
2803	Bronki
2804	Bronków
2805	Bronkówek
2806	Bronkowice
2807	Bronno
2808	Bronno-Kolonia
2809	Bronocice
2810	Bronoszewice
2811	Bronów
2812	Bronówek
2813	Bronowice
2814	Bronowiec
2815	Bronówko
2816	Bronowo
2817	Bronowo-Zalesie
2818	Brońsko
2819	Brony
2820	Broszęcin
2821	Broszęcin-Kolonia
2822	Broszki
2823	Broszki-Kolonia
2824	Broszków
2825	Broszkowice
2826	Browar
2827	Browarek
2828	Browarka
2829	Browary
2830	Browarzysko
2831	Browina
2832	Browiniec
2833	Brożajcie
2834	Brożec
2835	Brożek
2836	Brożkówka
2837	Brożówka
2838	Brożynówka
2839	Brożysko
2840	Bruchniewo
2841	Bruchwałd
2842	Bruczków
2843	Brudaki
2844	Brudki
2845	Brudnia
2846	Brudnice
2847	Brudno
2848	Brudnów
2849	Brudnówek
2850	Brudnowo
2851	Brudzawki
2852	Brudzawy
2853	Brudzędy
2854	Brudzeń
2855	Brudzew
2856	Brudzew-Kolonia
2857	Brudzewek
2858	Brudzewice
2859	Brudzewice-Kolonia
2860	Brudzewko
2861	Brudzewo
2862	Brudzice
2863	Brudzów
2864	Brudzowice
2865	Brudzyń
2866	Brudzyno
2867	Bruk
2868	Brukalice
2869	Bruki
2870	Brukniewo
2871	Brukowo
2872	Brulin
2873	Brulino-Koski
2874	Brulino-Lipskie
2875	Brulino-Oprawczyki
2876	Brulino-Piwki
2877	Brulino-Starozumy
2878	Bruliny
2879	Brunary
2880	Brunki
2881	Brunonów
2882	Brunów
2883	Brunswałd
2884	Bruny
2885	Brus
2886	Brusiek
2887	Brusiny
2888	Bruskowo
2889	Bruśnia
2890	Bruśnik
2891	Brusno
2892	Brusów
2893	Brusy
2894	Brusy-Jaglie
2895	Brusy-Wybudowanie
2896	Bruszczewo
2897	Bruszewo
2898	Bruszewo-Borkowizna
2899	Bruszkowszczyzna
2900	Brutus
2901	Bruzgi
2902	Bruziek
2903	Brużyca
2904	Brużyczka
2905	Brwice
2906	Brwilno
2907	Brwinów
2908	Brychy
2909	Brygidów
2910	Bryje
2911	Bryjów
2912	Bryjowa
2913	Bryjowie
2914	Bryjówka
2915	Bryki
2916	Brykowa
2917	Bryksy
2918	Bryle
2919	Brylewo
2920	Brylińce
2921	Brylisko
2922	Bryłów
2923	Bryłówek
2924	Brylówka
2925	Bryły
2926	Bryndzówka
2927	Brynek
2928	Brynica
2929	Brynka
2930	Brynki
2931	Brynów
2932	Bryńsk
2933	Bryńska
2934	Bryś-Folwark
2935	Brysiówka
2936	Bryski
2937	Bryski-Kolonia
2938	Bryszki
2939	Bryza
2940	Bryzdzyn
2941	Bryzgiel
2942	Bryzgów
2943	Brzączowice
2944	Brzana
2945	Brzanki
2946	Brzanowa
2947	Brzanówka
2948	Brzask
2949	Brzazgały
2950	Brzechów
2951	Brzechowo
2952	Brzęczek
2953	Brzeczka
2954	Brzęczki
2955	Brzęczkowice
2956	Brzęczyna
2957	Brzednia
2958	Brzedza
2959	Brzeg
2960	Brzegi
2961	Brzegówka
2962	Brzekiniec
2963	Brzękowice
2964	Brzękowice-Wał
2965	Brzemiona
2966	Brześć
2967	Brześce
2968	Brześce-Kolonia
2969	Brześcianka
2970	Brzeście
2971	Brzeska
2972	Brzeski
2973	Brzeski-Kołaki
2974	Brzesko
2975	Brześnica
2976	Brzestowa
2977	Brzestowy
2978	Brzeszcze
